ID,Gmina,Województwo,Powiat,Typ gminy,Powierzchnia ha,Powierzchnia km^2,Ludność,Ludność na km^2,Pożary SUMA,Małe pożary,Średnie pożary,Duże pożary,Bardzo duże pożary,Zagrożenia SUMA,Małe zagrożenia,Lokalne zagrożenia,Średnie zagrożenia,Duże zagrożenia,Gigantyczne/klęski żywiołowe,Fałszywe alarmy SUMA,Złośliwe alarmy,W dobrej wierze,Z urządzeń,Do 30 min.,31-60 min.,61-120 min.,121-240 min.,241-720 min.,do 1 dnia,powyżej 1 dnia,Ofiary śmiertelne SUMA,Ranni SUMA,Ofiary śmiertelne (ratownicy) [pożary],Ranni ratownicy [pożary],Ofiary śmiertelne strażacy [pożary],Ranni strażacy [pożary],Ofiary śmiertelne (inne osoby) [pożary],Ranni (inne osoby) [pożary],Ofiary śmiertelne (dzieci) [pożary],Ranni (dzieci) [pożary],Ofiary śmiertelne (ratownicy) [zagrożenia],Ranni ratownicy [zagrożenia],Ofiary śmiertelne strażacy [zagrożenia],Ranni strażacy [zagrożenia],Ofiary śmiertelne (inne osoby) [zagrożenia],Ranni (inne osoby) [zagrożenia],Ofiary śmiertelne (dzieci) [zagrożenia],Ranni (dzieci) [zagrożenia],Silne wiatry,Przybory wód,Opady śniegu,Opady deszczu,Chemiczne,Ekologiczne,Radiologiczne,Budowlane,Infrastruktury komunalnej,W transporcie drogowym,W transporcie kolejowym,W transporcie lotniczym,Na obszarach wodnych,Medyczne
1304,Dzierzążnia,mazowieckie,płoński,wiejska,10248,102,3684,36,11,10,1,0,0,37,1,36,0,0,0,0,0,0,0,5,26,12,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,18,1,0,1,0,0,0,3,0,9,0,0,0,5
1305,Joniec,mazowieckie,płoński,wiejska,7315,73,2632,36,24,24,0,0,0,77,3,74,0,0,0,3,0,3,0,21,35,34,8,3,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,42,0,0,1,0,0,0,2,1,2,0,0,0,3
1306,Naruszewo,mazowieckie,płoński,wiejska,15950,160,6384,40,33,33,0,0,0,69,6,62,1,0,0,4,0,4,0,3,43,42,10,4,0,0,4,21,0,0,0,0,0,1,0,0,0,0,0,0,4,20,0,1,22,3,1,2,0,0,0,2,1,18,0,0,0,13
1307,Nowe Miasto,mazowieckie,płoński,wiejska,11785,118,4688,40,26,26,0,0,0,72,3,69,0,0,0,2,0,2,0,24,41,19,8,6,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,12,0,2,22,3,0,2,0,0,0,0,0,8,0,0,5,7
1308,Płońsk (gmina miejska),mazowieckie,płoński,miejska,1160,12,22214,1915,62,61,1,0,0,193,27,166,0,0,0,43,1,29,13,115,97,34,8,1,0,0,2,37,0,0,0,0,0,1,0,0,0,0,0,0,2,36,0,6,39,2,1,4,1,0,0,4,5,36,1,0,2,29
1309,Płońsk (gmina wiejska),mazowieckie,płoński,wiejska,12691,127,7846,62,34,32,2,0,0,118,9,106,3,0,0,3,0,3,0,21,62,53,10,6,0,0,1,60,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,5,25,1,0,1,1,0,0,3,0,48,0,0,0,28
1310,Raciąż (gmina miejska),mazowieckie,płoński,miejska,840,8,4437,528,14,14,0,0,0,39,8,31,0,0,0,3,0,3,0,15,26,8,2,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,1,0,0,3,0,0,0,1,0,4,0,0,0,3
1311,Raciąż (gmina wiejska),mazowieckie,płoński,wiejska,24289,244,8492,35,60,54,6,0,0,98,6,91,1,0,0,3,0,3,0,27,58,53,14,6,0,0,6,12,0,0,0,0,0,1,0,0,0,0,0,0,6,11,0,3,34,4,1,7,0,0,0,3,0,18,0,0,1,7
1312,Sochocin,mazowieckie,płoński,wiejska,12219,122,5849,48,30,30,0,0,0,112,4,107,1,0,0,4,0,4,0,23,53,48,12,6,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,1,52,6,0,6,0,0,0,5,0,22,0,0,0,11
1313,Załuski,mazowieckie,płoński,wiejska,10848,108,5682,52,35,35,0,0,0,67,2,65,0,0,0,12,0,12,0,7,28,50,15,2,0,0,1,23,0,0,0,0,0,1,0,0,0,0,0,0,1,22,0,4,12,4,0,2,0,0,0,1,0,31,0,0,0,13
1315,Brwinów,mazowieckie,pruszkowski,miejsko-wiejska,6926,69,26167,378,112,111,1,0,0,189,28,161,0,0,0,27,0,26,1,42,144,92,18,5,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,2,22,0,1,26,0,0,1,1,2,0,2,1,77,3,0,4,21
1316,Michałowice,mazowieckie,pruszkowski,wiejska,3473,35,17826,513,43,42,1,0,0,175,20,155,0,0,0,13,0,12,1,16,103,72,23,4,0,0,0,37,0,0,0,0,0,1,0,0,0,0,0,0,0,36,0,5,10,0,0,0,6,0,0,1,4,91,1,0,4,19
1317,Nadarzyn,mazowieckie,pruszkowski,wiejska,7345,73,13348,182,49,48,1,0,0,160,27,133,0,0,0,27,0,23,4,26,64,88,27,4,0,0,3,37,0,0,0,0,0,1,0,0,0,0,0,0,3,36,0,6,17,0,0,4,2,1,0,4,2,73,0,0,0,22
1318,Piastów,mazowieckie,pruszkowski,miejska,576,6,22732,3947,48,48,0,0,0,111,27,84,0,0,0,17,1,15,1,33,85,34,7,0,0,0,0,19,0,0,0,0,0,4,0,1,0,0,0,0,0,15,0,0,9,0,0,1,2,0,0,1,2,28,0,0,0,11
1319,Pruszków,mazowieckie,pruszkowski,miejska,1919,19,61237,3191,182,179,2,0,1,302,56,246,0,0,0,76,3,61,12,164,212,81,20,7,0,0,0,48,0,0,0,0,0,4,0,0,0,1,0,1,0,43,0,4,19,0,0,2,9,0,0,4,6,95,0,0,3,39
1320,Raszyn,mazowieckie,pruszkowski,wiejska,4391,44,21612,492,73,71,2,0,0,170,26,143,1,0,0,33,0,32,1,34,94,89,22,4,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,4,48,0,4,7,0,0,2,5,1,0,0,2,86,0,0,1,29
1322,Chorzele,mazowieckie,przasnyski,miejsko-wiejska,37069,371,10207,28,17,16,1,0,0,177,5,171,1,0,0,1,0,1,0,41,74,59,13,7,0,0,3,22,0,0,0,0,0,1,0,0,0,0,0,0,3,21,0,0,37,2,1,1,2,0,0,2,2,22,0,0,2,6
1323,Czernice Borowe,mazowieckie,przasnyski,wiejska,12018,120,3840,32,12,10,2,0,0,33,0,32,1,0,0,1,0,1,0,5,13,19,5,3,0,0,1,9,0,3,0,0,0,1,0,0,0,0,0,0,1,5,0,0,13,1,0,0,1,0,0,0,2,4,0,0,0,3
1324,Jednorożec,mazowieckie,przasnyski,wiejska,23224,233,7190,31,17,16,1,0,0,81,0,81,0,0,0,0,0,0,0,30,30,29,7,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,17,0,0,1,1,0,0,0,1,10,0,0,1,2
1325,Krasne,mazowieckie,przasnyski,wiejska,10135,101,3672,36,12,12,0,0,0,39,5,33,1,0,0,1,0,1,0,5,20,20,5,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,13,1,1,1,1,0,0,5,3,3,0,0,0,2
1326,Krzynowłoga Mała,mazowieckie,przasnyski,wiejska,18487,185,3470,19,13,12,1,0,0,67,2,65,0,0,0,2,0,2,0,12,25,32,9,2,0,0,2,13,0,0,0,0,1,0,0,0,0,0,0,0,1,13,0,2,21,0,4,3,0,0,0,2,1,13,0,0,1,3
1327,Przasnysz (gmina miejska),mazowieckie,przasnyski,miejska,2516,25,17223,685,60,60,0,0,0,118,17,101,0,0,0,16,1,12,3,86,67,19,6,0,0,0,2,17,0,0,0,0,0,3,0,0,0,0,0,0,2,14,0,3,16,0,0,2,7,1,0,6,5,18,0,0,1,12
1328,Przasnysz (gmina wiejska),mazowieckie,przasnyski,wiejska,18413,184,7282,40,39,36,3,0,0,90,3,84,3,0,0,5,0,5,0,19,61,27,18,4,0,0,2,43,0,0,0,0,0,3,0,1,0,0,0,0,2,40,0,2,20,0,0,0,2,0,0,1,3,33,0,1,1,22
1330,Borkowice,mazowieckie,przysuski,wiejska,8580,86,4302,50,53,46,7,0,0,52,0,50,2,0,0,1,1,0,0,7,36,43,14,5,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,3,0,1,1,1,3,0,0,0,0,13,0,0,1,4
1331,Gielniów,mazowieckie,przysuski,wiejska,7922,79,4655,59,24,23,1,0,0,45,3,42,0,0,0,2,0,2,0,1,31,31,5,1,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,2,0,2,2,0,0,0,0,0,8,0,0,1,3
1332,Klwów,mazowieckie,przysuski,wiejska,8675,87,3397,39,19,17,2,0,0,23,4,19,0,0,0,7,0,7,0,0,10,20,11,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,2,5,0,3,3,0,0,0,0,0,6,0,0,0,4
1333,Odrzywół,mazowieckie,przysuski,wiejska,9913,99,3863,39,81,66,15,0,0,40,3,37,0,0,0,5,0,5,0,0,14,48,37,22,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,7,0,0,4,0,0,0,0,0,12,0,0,0,4
1334,Potworów,mazowieckie,przysuski,wiejska,8170,82,4233,52,13,13,0,0,0,25,3,22,0,0,0,3,2,1,0,0,5,18,12,2,1,0,2,15,0,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,1,0,0,1,0,0,0,0,0,12,0,0,1,9
1335,Przysucha,mazowieckie,przysuski,miejsko-wiejska,18186,182,12027,66,52,50,2,0,0,117,4,113,0,0,0,6,1,5,0,24,73,47,20,5,0,0,2,10,0,0,0,0,1,2,0,0,0,0,0,0,1,8,0,1,9,0,0,10,0,0,0,3,0,9,1,0,0,4
1336,Rusinów,mazowieckie,przysuski,wiejska,8276,83,4297,52,13,13,0,0,0,14,0,14,0,0,0,1,0,1,0,1,11,10,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,3
1337,Wieniawa,mazowieckie,przysuski,wiejska,10397,103,5342,51,19,19,0,0,0,39,0,37,2,0,0,3,0,2,1,1,16,24,13,3,1,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,2,5,0,0,6,0,0,0,0,0,14,1,0,2,4
1339,Gzy,mazowieckie,pułtuski,wiejska,10446,104,3858,37,10,9,1,0,0,29,5,24,0,0,0,1,0,1,0,2,18,14,5,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,1,10,0,1,0,0,0,0,0,1,4,0,0,0,3
1340,Obryte,mazowieckie,pułtuski,wiejska,13976,140,4818,34,14,13,1,0,0,35,3,32,0,0,0,3,0,2,1,5,17,18,9,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,11,1,2,2,0,0,0,1,0,3,0,0,1,2
1341,Pokrzywnica,mazowieckie,pułtuski,wiejska,12054,121,4983,41,23,19,4,0,0,82,3,77,2,0,0,1,0,1,0,10,43,35,15,2,0,0,2,25,0,0,0,0,0,2,0,0,0,0,0,0,2,23,0,1,10,2,0,2,1,1,0,0,0,23,0,0,3,15
1342,Pułtusk,mazowieckie,pułtuski,miejsko-wiejska,13413,134,24613,184,100,98,1,0,1,248,25,221,2,0,0,27,0,13,14,111,143,65,17,9,3,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0,5,38,0,3,27,15,5,2,4,1,0,5,2,44,0,0,5,38
1343,Świercze,mazowieckie,pułtuski,wiejska,9337,93,4632,50,20,20,0,0,0,37,1,36,0,0,0,3,0,3,0,2,22,22,11,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,17,2,0,0,0,0,0,0,0,3,0,0,0,2
1344,Winnica,mazowieckie,pułtuski,wiejska,11504,115,4095,36,20,17,3,0,0,48,2,45,1,0,0,2,0,2,0,15,28,15,7,3,0,0,1,15,0,0,0,0,0,1,0,0,0,0,0,0,1,14,0,3,8,0,0,1,0,0,0,0,0,13,0,0,1,9
1345,Zatory,mazowieckie,pułtuski,wiejska,12012,120,4835,40,23,23,0,0,0,60,14,45,1,0,0,4,0,4,0,4,31,35,11,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,11,12,2,2,0,0,0,0,0,12,0,0,2,8
1346,Radom,mazowieckie,Radom,miasto na prawach powiatu,11180,112,214566,1919,617,602,13,1,1,1329,205,1116,7,1,0,349,3,144,202,607,793,376,120,43,7,0,15,394,0,5,0,5,2,38,0,10,0,1,0,1,13,350,0,42,157,21,3,94,39,11,0,16,4,341,1,1,5,113
1349,Gózd,mazowieckie,radomski,wiejska,7795,78,8796,113,23,22,0,1,0,63,1,59,3,0,0,3,0,3,0,3,28,29,23,2,1,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0,4,31,0,3,2,2,0,2,1,0,0,0,0,36,0,0,0,10
1350,Iłża,mazowieckie,radomski,miejsko-wiejska,25602,256,14860,58,66,62,4,0,0,113,7,104,2,0,0,12,0,7,5,12,53,70,38,6,0,0,1,23,0,1,0,0,0,1,0,0,0,0,0,0,1,21,0,0,28,0,0,10,1,0,0,1,0,28,0,0,3,5
1351,Jastrzębia,mazowieckie,radomski,wiejska,8976,90,7005,78,52,49,3,0,0,27,2,24,1,0,0,4,0,4,0,2,21,32,20,4,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,6,0,0,0,0,0,0,0,0,8,0,0,3,1
1352,Jedlińsk,mazowieckie,radomski,wiejska,13872,139,14423,104,128,123,5,0,0,148,8,136,4,0,0,12,0,7,5,22,110,98,35,11,0,0,4,43,0,0,0,0,0,1,0,0,0,0,0,0,4,42,0,2,4,5,0,29,1,1,0,0,0,57,1,0,0,15
1353,Jedlnia-Letnisko,mazowieckie,radomski,wiejska,6558,66,12654,193,48,46,2,0,0,72,5,66,1,0,0,6,0,3,3,7,45,47,19,2,0,0,0,38,0,0,0,0,0,3,0,0,0,0,0,0,0,35,0,4,19,0,0,4,0,0,0,0,0,28,1,0,1,15
1354,Kowala,mazowieckie,radomski,wiejska,7468,75,12093,162,81,78,3,0,0,65,2,61,2,0,0,5,0,5,0,22,72,36,14,2,0,0,4,34,0,0,0,0,0,1,0,0,0,0,0,0,4,33,0,3,6,1,0,0,0,0,0,0,0,26,0,0,1,8
1355,Pionki (gmina wiejska),mazowieckie,radomski,wiejska,22973,230,10046,44,32,32,0,0,0,63,3,59,1,0,0,2,0,2,0,50,63,32,13,1,0,0,1,31,0,0,0,0,0,4,0,0,0,1,0,1,1,26,0,2,16,0,0,2,0,0,0,2,0,24,0,0,0,12
1356,Pionki (gmina miejska),mazowieckie,radomski,miejska,1840,18,18618,1012,50,50,0,0,0,109,12,96,1,0,0,28,0,9,19,11,32,37,11,4,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,3,19,0,0,6,8,0,0,3,1,19,1,0,0,16
1357,Przytyk,mazowieckie,radomski,wiejska,13437,134,7304,54,19,18,1,0,0,25,3,21,1,0,0,4,0,1,3,1,9,26,6,2,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,5,0,0,2,0,0,0,0,0,11,0,0,0,3
1358,Skaryszew,mazowieckie,radomski,miejsko-wiejska,17127,171,14634,85,86,84,2,0,0,100,8,90,2,0,0,5,0,5,0,15,81,59,26,5,0,0,2,34,0,0,0,0,0,0,0,0,0,1,0,1,2,33,0,2,9,2,0,7,0,0,0,0,0,37,0,0,0,7
1359,Wierzbica,mazowieckie,radomski,wiejska,9410,94,9799,104,115,113,2,0,0,67,7,55,5,0,0,33,1,11,21,23,79,61,14,5,0,0,2,28,0,0,0,0,0,3,0,0,0,0,0,0,2,25,0,1,8,0,4,1,0,0,0,1,0,17,0,0,1,5
1360,Wolanów,mazowieckie,radomski,wiejska,8290,83,8848,107,23,23,0,0,0,40,5,34,1,0,0,1,0,1,0,2,21,21,14,5,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,1,0,1,3,1,0,0,0,0,17,1,0,0,3
1361,Zakrzew,mazowieckie,radomski,wiejska,9630,96,12875,134,73,69,4,0,0,85,2,76,7,0,0,4,0,4,0,8,44,76,19,11,0,0,1,45,0,0,0,0,0,2,0,0,0,0,0,0,1,43,0,5,6,7,0,16,2,0,0,0,0,32,0,0,4,11
1363,Siedlce,mazowieckie,Siedlce,miasto na prawach powiatu,3186,32,77653,2437,161,156,5,0,0,536,108,428,0,0,0,158,5,48,105,245,308,104,31,9,0,0,5,127,0,0,0,0,0,10,0,0,0,0,0,0,5,117,0,13,60,1,0,10,7,1,0,6,11,127,1,0,10,60
1365,Domanice,mazowieckie,siedlecki,wiejska,4697,47,2626,56,4,3,1,0,0,33,2,31,0,0,0,0,0,0,0,6,13,13,4,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,7,1,0,1,0,0,0,0,0,1,0,0,0,0
1366,Korczew,mazowieckie,siedlecki,wiejska,10495,105,2662,25,14,13,1,0,0,35,2,33,0,0,0,1,0,1,0,2,16,21,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,5,0,0,0,2
1367,Kotuń,mazowieckie,siedlecki,wiejska,15047,150,8575,57,38,36,2,0,0,135,14,119,1,1,0,8,0,7,1,8,66,71,24,3,0,0,2,32,0,1,0,1,0,1,0,0,0,0,0,0,2,30,0,2,23,0,0,2,2,1,0,1,0,30,1,0,1,11
1368,Mokobody,mazowieckie,siedlecki,wiejska,11931,119,5040,42,16,14,2,0,0,42,1,40,1,0,0,1,0,1,0,2,18,33,3,2,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1,8,0,0,1,0,0,0,0,0,14,0,0,0,7
1369,Mordy,mazowieckie,siedlecki,miejsko-wiejska,17002,170,5881,35,25,22,3,0,0,58,3,55,0,0,0,4,0,4,0,5,17,40,20,1,0,0,3,13,0,0,0,0,0,1,0,0,0,0,0,0,3,12,1,0,7,0,0,0,0,0,0,0,1,17,0,0,1,4
1370,Paprotnia,mazowieckie,siedlecki,wiejska,8143,81,2572,32,7,5,2,0,0,31,4,27,0,0,0,0,0,0,0,9,18,9,2,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,7,0,2,0,0,0,0,0,0,4,0,0,0,4
1371,Przesmyki,mazowieckie,siedlecki,wiejska,11725,117,3228,28,16,15,1,0,0,23,0,23,0,0,0,4,0,2,2,6,7,21,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,1,0,3,0,0,0,3
1372,Siedlce,mazowieckie,siedlecki,wiejska,14135,141,18054,128,75,75,0,0,0,199,18,181,0,0,0,13,0,10,3,28,135,88,23,0,0,0,1,53,0,0,0,0,0,1,0,0,0,0,0,0,1,52,0,6,36,2,0,6,0,1,0,0,1,56,0,0,2,16
1373,Skórzec,mazowieckie,siedlecki,wiejska,11904,119,7782,65,55,53,2,0,0,72,5,67,0,0,0,1,0,1,0,7,31,70,19,0,0,0,1,19,0,0,0,0,0,3,0,0,0,0,0,0,1,16,0,0,8,0,1,0,0,0,0,0,0,14,0,0,0,3
1374,Suchożebry,mazowieckie,siedlecki,wiejska,10054,101,4687,47,18,14,4,0,0,31,2,28,1,0,0,5,0,3,2,1,12,26,9,1,0,0,3,22,0,0,0,0,0,1,0,0,0,0,0,0,3,21,0,4,3,0,0,0,0,0,0,1,0,12,1,0,0,7
1375,Wiśniew,mazowieckie,siedlecki,wiejska,12600,126,5754,46,59,53,6,0,0,105,7,98,0,0,0,2,0,2,0,15,73,54,18,4,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,4,21,0,0,3,0,0,0,0,1,32,0,0,0,17
1376,Wodynie,mazowieckie,siedlecki,wiejska,11540,115,4454,39,37,35,2,0,0,63,3,60,0,0,0,1,0,1,0,11,40,33,15,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,4,0,5,0,0,0,0,1,3,0,0,0,2
1377,Zbuczyn,mazowieckie,siedlecki,wiejska,21075,212,10087,48,49,49,0,0,0,75,12,63,0,0,0,2,0,2,0,6,51,54,12,1,0,0,2,25,0,0,0,0,1,2,0,0,0,0,0,0,1,23,0,3,12,0,0,0,0,0,0,0,0,28,0,0,0,6
1379,Gozdowo,mazowieckie,sierpecki,wiejska,12635,126,5972,47,12,10,2,0,0,35,2,33,0,0,0,2,2,0,0,0,20,22,4,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2,1,1,0,0,0,0,2,0,7,0,0,0,4
1380,Mochowo,mazowieckie,sierpecki,wiejska,14371,144,6091,42,19,17,2,0,0,59,7,51,1,0,0,1,0,1,0,7,38,25,6,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,2,1,0,1,0,0,0,0,0,11,0,0,1,5
1381,Rościszewo,mazowieckie,sierpecki,wiejska,11479,115,4169,36,20,17,3,0,0,44,0,43,1,0,0,0,0,0,0,4,22,26,5,7,0,0,2,8,0,0,0,0,0,3,0,0,0,1,0,0,2,4,0,0,2,3,0,2,0,0,0,0,0,13,0,0,0,3
1382,Sierpc (gmina miejska),mazowieckie,sierpecki,miejska,1859,19,18148,976,44,43,1,0,0,113,25,87,1,0,0,4,0,3,1,58,72,18,7,2,0,0,1,16,0,0,0,0,0,1,0,0,0,0,0,0,1,15,0,4,7,1,0,2,4,0,0,3,1,14,0,0,1,10
1383,Sierpc (gmina wiejska),mazowieckie,sierpecki,wiejska,15009,150,7120,47,27,25,2,0,0,104,5,99,0,0,0,1,0,1,0,19,62,30,18,2,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,6,18,1,2,6,2,1,0,1,0,0,0,0,36,1,0,3,22
1384,Szczutowo,mazowieckie,sierpecki,wiejska,11268,113,4307,38,24,21,3,0,0,53,3,50,0,0,0,1,0,1,0,7,29,30,6,5,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,0,14,0,0,1,6
1385,Zawidz,mazowieckie,sierpecki,wiejska,18583,185,6752,36,31,30,1,0,0,67,2,64,1,0,0,1,0,1,0,9,39,34,12,3,1,0,1,26,0,0,0,0,0,0,0,0,0,0,0,0,1,26,0,4,10,4,2,1,0,0,0,1,0,25,1,0,0,12
1387,Brochów,mazowieckie,sochaczewski,wiejska,11981,120,4358,36,137,132,5,0,0,68,6,61,1,0,0,7,0,7,0,15,96,70,20,3,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,0,0,0,0,8,0,0,0,6
1388,Iłów,mazowieckie,sochaczewski,wiejska,12907,130,6157,48,29,28,1,0,0,91,4,87,0,0,0,2,0,2,0,7,55,40,16,2,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,4,21,0,0,0,1,0,0,4,2,20,0,0,0,7
1389,Młodzieszyn,mazowieckie,sochaczewski,wiejska,11749,117,5598,48,64,60,4,0,0,89,7,81,1,0,0,1,0,1,0,12,68,51,18,4,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,1,19,1,0,0,0,1,0,0,1,26,0,0,0,14
1390,Nowa Sucha,mazowieckie,sochaczewski,wiejska,9015,90,6586,73,31,28,3,0,0,60,3,57,0,0,0,7,0,3,4,9,46,29,7,0,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,14,0,0,9,1,0,0,1,0,12,0,0,0,8
1391,Rybno,mazowieckie,sochaczewski,wiejska,7275,73,3476,48,19,17,2,0,0,40,1,39,0,0,0,1,0,1,0,12,29,14,2,2,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,7
1392,Sochaczew (gmina wiejska),mazowieckie,sochaczewski,wiejska,9138,91,10757,118,108,104,4,0,0,136,5,129,2,0,0,21,0,6,15,198,169,35,12,4,0,0,2,37,0,0,0,0,0,0,0,0,0,0,0,0,2,37,0,1,20,0,0,4,1,1,0,0,3,44,0,0,1,25
1393,Sochaczew (gmina miejska),mazowieckie,sochaczewski,miejska,2619,26,36790,1405,194,190,4,0,0,224,48,176,0,0,0,35,1,18,16,47,123,60,11,3,0,0,0,45,0,0,0,0,0,3,0,0,0,0,0,0,0,42,0,2,22,0,0,6,8,1,0,2,7,52,0,0,0,34
1394,Teresin,mazowieckie,sochaczewski,wiejska,8796,88,11453,130,92,85,6,1,0,186,16,170,0,0,0,56,2,14,40,45,127,79,22,5,0,0,0,42,0,0,0,0,0,1,0,0,0,0,0,0,0,41,0,2,17,5,0,19,1,0,0,1,1,42,0,0,0,24
1396,Bielany,mazowieckie,sokołowski,wiejska,11007,110,3651,33,31,31,0,0,0,38,5,33,0,0,0,0,0,0,0,22,25,17,2,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,2,0,3,0,0,0,0,0,3,0,0,0,2
1397,Ceranów,mazowieckie,sokołowski,wiejska,11105,111,2263,20,9,9,0,0,0,41,8,33,0,0,0,2,0,1,1,11,11,21,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,5,0,0,1,3
1398,Jabłonna Lacka,mazowieckie,sokołowski,wiejska,14927,149,4591,31,13,13,0,0,0,58,7,48,3,0,0,9,0,3,6,6,20,30,13,2,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,1,14,0,1,0,0,0,0,0,0,9,0,0,2,6
1399,Kosów Lacki,mazowieckie,sokołowski,miejsko-wiejska,20013,200,6112,31,32,28,3,1,0,86,10,75,1,0,0,3,1,2,0,16,34,35,26,7,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,24,0,2,22,1,0,1,0,0,0,0,0,16,0,0,0,8
1400,Repki,mazowieckie,sokołowski,wiejska,16858,168,5326,32,17,17,0,0,0,70,8,62,0,0,0,7,0,3,4,17,27,30,11,2,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,16,1,0,0,0,1,0,1,2,9,0,0,0,4
1401,Sabnie,mazowieckie,sokołowski,wiejska,10798,108,3693,34,12,10,2,0,0,81,4,77,0,0,0,1,0,1,0,14,30,21,11,17,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,22,1,4,4,0,14,0,1,0,6,0,0,17,3
1402,Sokołów Podlaski (gmina miejska),mazowieckie,sokołowski,miejska,1751,18,18924,1081,51,47,4,0,0,169,28,141,0,0,0,74,0,8,66,80,75,46,13,5,0,1,7,33,0,0,0,0,4,2,0,0,0,0,0,0,3,31,0,6,21,0,0,11,6,8,0,1,1,25,0,0,1,23
1403,Sokołów Podlaski (gmina wiejska),mazowieckie,sokołowski,wiejska,13661,137,6021,44,24,23,0,1,0,111,16,93,2,0,0,1,0,1,0,20,62,34,14,4,0,1,1,34,0,1,0,0,0,1,0,0,0,0,0,0,1,32,0,4,26,1,0,3,0,2,0,1,0,23,0,0,0,14
1404,Sterdyń,mazowieckie,sokołowski,wiejska,12997,130,4023,31,14,13,1,0,0,51,5,45,1,0,0,0,0,0,0,9,16,27,12,1,0,0,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,2,14,0,1,0,0,0,0,0,2,7,0,0,0,5
